,Datetime,Analytical,Anger,Confident,Fear,Joy,Neutral,Sadness,values
0,2020-03-01,13.580246913580247,1.2345679012345678,3.7037037037037033,7.4074074074074066,14.814814814814813,34.5679012345679,24.691358024691358,81
1,2020-03-02,24.85549132947977,2.8901734104046244,9.248554913294797,8.092485549132949,12.716763005780345,32.369942196531795,9.826589595375722,173
2,2020-03-03,23.24159021406728,2.1406727828746175,3.3639143730886847,7.033639143730887,14.37308868501529,40.36697247706422,9.480122324159021,327
3,2020-03-04,25.186567164179102,2.6119402985074625,3.544776119402985,6.529850746268656,13.992537313432834,36.38059701492538,11.753731343283583,536
4,2020-03-05,24.390243902439025,1.707317073170732,4.146341463414634,10.975609756097562,16.82926829268293,30.73170731707317,11.219512195121952,410
5,2020-03-06,24.679487179487182,0.641025641025641,3.205128205128205,10.576923076923077,15.705128205128204,33.01282051282051,12.179487179487179,312
6,2020-03-07,16.83848797250859,0.3436426116838488,6.185567010309279,6.872852233676976,20.618556701030926,34.36426116838488,14.776632302405499,291
7,2020-03-08,16.363636363636363,1.3636363636363635,5.0,5.909090909090909,15.0,42.27272727272727,14.09090909090909,220
8,2020-03-09,20.723684210526315,4.605263157894736,4.934210526315789,8.223684210526317,15.460526315789474,32.56578947368421,13.486842105263158,304
9,2020-03-10,16.607773851590103,2.1201413427561837,4.240282685512367,3.8869257950530036,15.19434628975265,43.46289752650176,14.487632508833922,283
10,2020-03-11,18.5378590078329,2.8720626631853787,4.43864229765013,5.7441253263707575,15.926892950391643,34.72584856396867,17.75456919060052,383
11,2020-03-12,18.53448275862069,3.4482758620689653,4.022988505747127,5.747126436781609,13.36206896551724,36.92528735632184,17.95977011494253,696
12,2020-03-13,18.870346598202826,1.797175866495507,3.7227214377406934,5.263157894736842,15.789473684210526,36.32862644415918,18.22849807445443,779
13,2020-03-14,22.94478527607362,2.6993865030674846,3.5582822085889574,5.766871165644172,16.93251533742331,33.987730061349694,14.11042944785276,815
14,2020-03-15,22.56809338521401,3.24254215304799,5.188067444876784,4.280155642023346,15.823605706874188,36.057068741893644,12.840466926070038,771
15,2020-03-16,19.607843137254903,2.178649237472767,4.57516339869281,5.119825708061002,17.10239651416122,36.710239651416124,14.705882352941178,918
16,2020-03-17,21.37546468401487,2.323420074349442,4.368029739776952,5.018587360594796,18.029739776951672,35.594795539033456,13.289962825278812,1076
17,2020-03-18,19.670846394984327,2.664576802507837,6.191222570532915,4.7805642633228835,16.379310344827587,36.75548589341693,13.557993730407524,1276
18,2020-03-19,21.57181571815718,2.059620596205962,3.6314363143631434,3.523035230352303,18.157181571815716,38.265582655826556,12.791327913279133,1845
19,2020-03-20,19.476158495634653,2.4848891873740766,5.77568838146407,3.4251175285426463,18.132975151108127,38.885157824042984,11.820013431833445,1489
20,2020-03-21,21.604614577871,1.415836392239119,7.446250655479811,3.46093340325118,18.353434714210803,36.077608809648666,11.641321447299422,1907
21,2020-03-22,16.998871756299362,1.805189921022941,5.603610379842046,2.7077848815344114,25.949605114704777,35.31402783001128,11.620910116585183,2659
22,2020-03-23,17.37331954498449,2.378490175801448,6.153050672182006,3.877973112719752,19.027921406411583,38.72802481902792,12.461220268872802,1934
23,2020-03-24,17.53303964757709,2.026431718061674,4.889867841409692,2.378854625550661,20.881057268722465,38.81057268722467,13.480176211453745,2270
24,2020-03-25,16.746698679471788,1.3805522208883554,4.741896758703482,3.12124849939976,21.968787515006003,36.554621848739494,15.486194477791116,1666
25,2020-03-26,18.7292817679558,1.8232044198895028,4.806629834254143,2.707182320441989,17.23756906077348,37.67955801104972,17.016574585635357,1810
26,2020-03-27,17.51861042183623,1.935483870967742,4.913151364764268,3.1761786600496276,20.843672456575682,38.560794044665016,13.05210918114144,2015
27,2020-03-28,16.335030078667284,1.1568718186024989,5.784359093012494,3.1929662193428965,18.74132346136048,41.092086996760756,13.697362332253588,2161
28,2020-03-29,18.4598580010923,1.9661387220098308,5.461496450027307,3.54997269251775,18.29601310759148,38.448935008192244,13.81758601856909,1831
29,2020-03-30,17.15858832024551,3.475042873905587,12.194241357523241,2.6446430183229532,14.911093058940336,34.479646177452835,15.136745193609533,11079
30,2020-04-01,17.68802228412256,1.8802228412256268,5.571030640668524,2.5766016713091924,19.7075208913649,37.39554317548747,15.181058495821729,1436
31,2020-04-02,18.776077885952713,2.2253129346314324,5.285118219749652,2.1557719054242,20.653685674547983,35.53546592489569,15.368567454798331,1438
32,2020-04-03,19.33998465080583,1.918649270913277,3.837298541826554,1.918649270913277,22.17958557175748,38.7567152724482,12.04911742133538,1303
33,2020-04-04,17.09331131296449,1.8166804293971925,6.11065235342692,2.725020644095789,22.213047068538398,39.63666391412056,10.404624277456648,1211
34,2020-04-05,11.722488038277511,1.375598086124402,4.126794258373206,1.9736842105263157,24.760765550239235,45.334928229665074,10.705741626794259,1672
35,2020-04-06,19.66335118592196,2.218821729150727,4.208110175975516,1.224177505738332,17.98010711553175,40.321346595256315,14.384085692425403,1307
36,2020-04-07,17.18092566619916,1.402524544179523,5.399719495091164,2.664796633941094,23.422159887798035,35.133239831697054,14.79663394109397,1426
37,2020-04-08,17.836676217765042,1.7191977077363898,4.369627507163324,1.9340974212034383,21.48997134670487,38.03724928366762,14.613180515759314,1396
38,2020-04-09,15.797546012269938,0.7668711656441718,5.598159509202454,2.223926380368098,23.619631901840492,39.033742331288344,12.960122699386503,1304
39,2020-04-10,16.835699797160245,1.0141987829614605,4.732927653820148,2.1636240703177823,25.354969574036513,35.0236646382691,14.874915483434753,1479
40,2020-04-11,20.024052916416117,1.32291040288635,4.2693926638604935,1.7438364401683706,20.024052916416117,38.12387251954299,14.491882140709562,1663
41,2020-04-12,18.053596614950635,2.538787023977433,5.218617771509168,1.4809590973201692,23.554301833568406,36.530324400564176,12.623413258110014,1418
42,2020-04-13,16.49709302325581,1.4534883720930232,4.941860465116279,1.88953488372093,23.183139534883722,38.44476744186046,13.590116279069766,1376
43,2020-04-14,18.81918819188192,1.3530135301353015,3.6490364903649035,1.5990159901599015,17.63017630176302,43.21443214432144,13.735137351373513,2439
44,2020-04-15,19.72274732199118,1.5752993068683048,4.725897920604915,1.4492753623188406,20.793950850661624,35.097668557025834,16.6351606805293,1587
45,2020-04-16,19.763624425476035,2.1011162179908074,4.070912672357189,1.5758371634931057,21.60210111621799,37.29481286933684,13.591595535128038,1523
46,2020-04-17,19.12293314162473,1.5815959741193386,3.8102084831056793,1.5815959741193386,21.567217828900073,37.311286843997124,15.025161754133718,1391
47,2020-04-18,17.14687280393535,2.3893183415319745,4.356992269852424,1.6865776528460996,22.41742796907941,36.82361208713984,15.1791988756149,1423
48,2020-04-19,18.01530257361465,4.150243450034779,4.451657778808253,2.1794574542082077,18.22397403199629,36.95803385114769,16.021330860190123,4313
49,2020-04-20,16.091954022988507,2.2167487684729066,6.321839080459771,2.052545155993432,21.921182266009854,36.61740558292282,14.77832512315271,1218
50,2020-04-21,14.090520922288643,2.818104184457728,4.013663535439795,1.2809564474807857,21.43467122117848,40.136635354397946,16.225448334756617,1171
51,2020-04-22,16.397415185783522,2.504038772213247,4.361873990306947,1.938610662358643,25.92891760904685,34.41033925686591,14.45880452342488,1238
52,2020-04-23,16.149635036496353,2.0985401459854014,4.288321167883212,2.18978102189781,25.456204379562042,36.95255474452554,12.864963503649635,1096
53,2020-04-24,16.105176663927693,1.4790468364831553,4.354971240755957,1.725554642563681,26.705012325390303,36.48315529991783,13.147082990961382,1217
54,2020-04-25,15.80226904376013,1.2965964343598055,3.727714748784441,2.188006482982172,23.095623987034035,35.980551053484604,17.909238249594814,1234
55,2020-04-26,15.411931818181818,1.2073863636363635,4.261363636363636,1.5625,23.366477272727273,37.57102272727273,16.619318181818183,1408
56,2020-04-27,15.519480519480519,2.4025974025974026,5.0649350649350655,1.883116883116883,21.883116883116884,39.02597402597402,14.22077922077922,1540
57,2020-04-28,17.62114537444934,1.5733165512901195,3.838892385147892,1.825047199496539,22.3410950283197,37.57079924480806,15.229704216488358,1589
58,2020-04-29,18.394160583941606,3.491484184914842,4.148418491484184,2.6034063260340634,17.63990267639903,36.715328467153284,17.00729927007299,8220
59,2020-05-01,17.10758377425044,1.2345679012345678,4.761904761904762,1.2345679012345678,20.105820105820104,41.740152851263964,13.815402704291593,1701
60,2020-05-02,16.953125,1.953125,5.0,1.7968749999999998,21.953125,36.40625,15.937499999999998,1280
61,2020-05-03,16.369278510473233,1.7067494181536074,3.7238169123351437,1.9394879751745537,24.04965089216447,35.2211016291699,16.98991466252909,1289
62,2020-05-04,14.959469417833457,2.3581429624170966,3.97936624907885,2.0633750921149594,22.10759027266028,37.28813559322034,17.243920412675017,1357
63,2020-05-05,16.706067769897555,0.8668242710795903,4.412923561859732,2.3640661938534278,21.27659574468085,40.8983451536643,13.47517730496454,1269
64,2020-05-06,15.404699738903393,2.088772845953003,3.829416884247171,2.5239338555265447,24.281984334203656,37.0757180156658,14.795474325500436,1149
65,2020-05-07,16.883116883116884,1.391465677179963,5.75139146567718,2.411873840445269,21.335807050092765,35.25046382189239,16.975881261595546,1078
66,2020-05-08,16.172248803827753,2.200956937799043,5.358851674641149,1.4354066985645932,21.148325358851675,36.9377990430622,16.74641148325359,1045
67,2020-05-09,17.81970649895178,1.9916142557651992,5.031446540880504,2.0964360587002098,24.21383647798742,34.067085953878404,14.779874213836477,954
68,2020-05-10,16.431451612903224,1.6129032258064515,4.133064516129032,1.7137096774193548,26.310483870967744,35.181451612903224,14.616935483870968,992
69,2020-05-11,15.996503496503497,1.048951048951049,4.895104895104895,2.534965034965035,19.93006993006993,39.42307692307692,16.171328671328673,1144
70,2020-05-12,15.73248407643312,1.1464968152866242,4.968152866242039,1.2738853503184715,23.439490445859875,41.40127388535032,12.038216560509554,1570
71,2020-05-13,16.333333333333332,1.5555555555555556,6.0,0.8888888888888888,22.444444444444443,39.666666666666664,13.111111111111112,900
72,2020-05-14,14.994487320837926,2.2050716648291067,4.299889746416759,2.535832414553473,23.48401323042999,38.699007717750824,13.78169790518192,907
73,2020-05-15,16.03960396039604,1.4851485148514851,4.851485148514851,1.3861386138613863,21.584158415841586,39.00990099009901,15.643564356435643,1010
74,2020-05-16,15.441860465116278,2.4186046511627906,5.3023255813953485,1.5813953488372092,23.441860465116278,37.2093023255814,14.604651162790697,1075
75,2020-05-17,18.616677440206853,2.1331609566903684,3.4259857789269557,1.3574660633484164,18.81060116354234,41.37039431157078,14.285714285714285,1547
76,2020-05-18,17.06379707916987,1.9984627209838586,5.534204458109147,2.2290545734050733,19.6771714066103,39.04688700999232,14.45042275172944,1301
77,2020-05-19,17.13221601489758,2.2346368715083798,6.70391061452514,1.9553072625698324,19.832402234636874,35.567970204841714,16.573556797020483,1074
78,2020-05-20,16.768665850673194,1.346389228886169,4.406364749082008,3.182374541003672,19.951040391676866,38.80048959608323,15.54467564259486,817
79,2020-05-21,16.86602870813397,1.674641148325359,5.263157894736842,2.0334928229665072,23.56459330143541,35.28708133971292,15.311004784688995,836
80,2020-05-22,14.93975903614458,1.8072289156626504,4.9397590361445785,1.0843373493975903,21.204819277108435,39.1566265060241,16.867469879518072,830
81,2020-05-23,14.413407821229049,1.1173184357541899,4.581005586592179,1.564245810055866,22.3463687150838,39.77653631284917,16.201117318435752,895
82,2020-05-24,14.25661914460285,1.0183299389002036,4.989816700610998,2.3421588594704685,22.810590631364562,37.372708757637476,17.209775967413442,982
83,2020-05-25,14.715359828141782,1.288936627282492,4.296455424274973,1.933404940923738,22.019334049409238,39.20515574650913,16.541353383458645,931
84,2020-05-26,16.545265348595215,2.18522372528616,4.682622268470343,1.8730489073881373,20.60353798126951,35.483870967741936,18.6264308012487,961
85,2020-05-27,17.700112739571587,2.367531003382187,4.3968432919954905,1.8038331454340473,20.067643742953777,35.73844419391206,17.925591882750847,887
86,2020-05-28,15.312500000000002,2.1875,4.166666666666666,3.0208333333333335,20.208333333333332,37.708333333333336,17.395833333333332,960
87,2020-05-29,16.391752577319586,1.443298969072165,4.43298969072165,2.4742268041237114,19.79381443298969,38.144329896907216,17.31958762886598,970
88,2020-05-30,17.36232103628513,6.461631694568594,4.120899931823347,3.3330808272100594,14.680706007120673,35.898795545791984,18.142564957200214,13201
89,2020-06-01,15.2753108348135,0.8880994671403196,3.7300177619893424,1.5985790408525755,21.6696269982238,36.58969804618118,20.24866785079929,563
90,2020-06-02,18.163672654690618,1.1976047904191618,3.992015968063872,3.1936127744510974,18.163672654690618,37.12574850299401,18.163672654690618,501
91,2020-06-03,16.70428893905192,2.2573363431151243,4.063205417607223,2.708803611738149,19.41309255079007,37.471783295711056,17.381489841986454,443
92,2020-06-04,14.058956916099774,2.494331065759637,4.761904761904762,2.947845804988662,19.954648526077097,37.641723356009074,18.140589569160998,441
93,2020-06-05,17.29957805907173,0.6329113924050633,4.219409282700422,3.375527426160337,24.261603375527425,36.28691983122363,13.924050632911392,474
94,2020-06-06,14.893617021276595,1.7408123791102514,5.415860735009671,1.5473887814313347,21.08317214700193,36.36363636363637,18.95551257253385,517
95,2020-06-07,12.745098039215685,1.9607843137254901,5.065359477124183,3.431372549019608,21.895424836601308,36.9281045751634,17.973856209150327,612
96,2020-06-08,13.703703703703704,2.4074074074074074,5.555555555555555,3.148148148148148,19.62962962962963,35.74074074074074,19.814814814814817,540
97,2020-06-09,15.551181102362206,1.3779527559055118,5.31496062992126,3.346456692913386,20.078740157480315,36.61417322834646,17.716535433070867,508
98,2020-06-10,12.546125461254611,2.214022140221402,4.059040590405904,1.4760147601476015,19.00369003690037,40.959409594095945,19.74169741697417,542
99,2020-06-11,15.274949083503056,1.2219959266802443,4.480651731160896,1.8329938900203666,23.014256619144604,36.86354378818738,17.311608961303463,491
100,2020-06-12,17.391304347826086,1.6722408026755853,6.521739130434782,2.842809364548495,17.892976588628763,37.79264214046823,15.88628762541806,598
101,2020-06-13,15.161290322580644,1.6129032258064515,4.67741935483871,0.967741935483871,24.677419354838708,37.41935483870968,15.483870967741936,620
102,2020-06-14,14.784394250513348,2.4640657084188913,6.160164271047227,2.6694045174537986,19.096509240246405,37.98767967145791,16.83778234086242,487
103,2020-06-15,18.475274725274726,1.4423076923076923,4.464285714285714,2.4725274725274726,17.857142857142858,38.392857142857146,16.895604395604398,1456
104,2020-06-16,20.614294152392205,1.4766686355581808,3.5440047253396343,1.7720023626698171,16.243354991139988,39.102185469580625,17.247489663319552,1693
105,2020-06-17,17.98975672215109,2.240717029449424,5.185659411011524,2.112676056338028,17.797695262483995,39.69270166453265,14.980793854033292,1562
106,2020-06-18,17.89431545236189,2.00160128102482,5.604483586869495,2.0616493194555647,18.67493995196157,39.43154523618895,14.331465172137712,4996
107,2020-06-19,17.755344418052257,1.623119556611243,5.641330166270784,2.058590657165479,19.71496437054632,39.01425178147269,14.192399049881235,5052
108,2020-06-20,16.0413540103385,1.4507253626813406,5.869601467400367,2.1844255461063864,18.24245456061364,40.8370852092713,15.374353843588462,5997
109,2020-06-21,15.72319973017033,3.710157962785991,4.722019225363989,2.72078250604306,19.24784979481702,36.74180673449885,17.13418404632076,17789
